
Quadro extraído em 09 de Janeiro de 2025 (13:05:44)
http://www.ine.pt



Localização geográfica (NUTS - 2024);Produção de resina nacional à entrada da fábrica (t)  por Localização geográfica (NUTS - 2024) -  Anual;
;Período de referência dos dados;
;2023;
;t ;
PT: Portugal;x x;
1: Continente;5354;
11: Norte;2281;
19: Centro;2035;
1D: Oeste e Vale do Tejo;899;
1A: Grande Lisboa;0;
1B: Península de Setúbal;16;
1C: Alentejo;122;
15: Algarve;0;
2: Região Autónoma dos Açores;x x;
20: Região Autónoma dos Açores;x x;
3: Região Autónoma da Madeira;x x;
30: Região Autónoma da Madeira;x x;

Produção de resina nacional à entrada da fábrica (t)  por Localização geográfica (NUTS - 2024) -  Anual - INE, Estatísticas florestais


Última atualização destes dados: 28 de maio de 2024


Metainformação associada ao quadro

Produção de resina nacional à entrada da fábrica (t)
Designação;Produção de resina nacional à entrada da fábrica (t)  por Localização geográfica (NUTS - 2024) -  Anual
Periodicidade;Anual
Fonte;INE, Estatísticas florestais
Primeiro período disponível;2012
Último período disponível;2023
Dimensões
     Dimensão 1;Período de referência dos dados
     Dimensão 2;Localização geográfica (NUTS - 2024)
Conceitos
     PERÍODO DE REFERÊNCIA;Período a que a informação se refere e que pode ser um dia específico ou um intervalo de tempo (mês, ano fiscal, ano civil, entre outros).
Definição;
Fórmula;
Unidade de Medida (símbolo);Tonelada (t)
Potência de 10;0
Data da última atualização;28-Mai-2024
